"","RouteIdentifier","survey_year","CollectorNumber","nstop","StateProvince","latitude","longitude","bcr"
"56","NB036",2018,1051832,10,"NB",46.868752,-66.026222,14
"57","NB023",2018,1030368,10,"NB",46.197189,-66.927391,14
"58","NB080",2018,1051847,10,"NB",45.77499,-66.089348,14
"59","NB028",2018,1051827,7,"NB",45.17017,-66.920609,14
"60","NB056",2018,1046609,10,"NB",45.268333,-65.73333,14
"61","NB094",2018,1030122,10,"NB",47.494469,-68.010223,14
"62","NB096",2018,1030122,10,"NB",47.223049,-67.615608,14
"63","NB063",2018,1074880,10,"NB",46.535622,-64.734291,14
"64","NB046",2018,1030405,10,"NB",47.003391,-65.729599,14
"65","NB001",2018,1054918,10,"NB",45.449188,-67.441971,14
"66","NB025",2018,1030464,10,"NB",45.653751,-66.74337,14
"67","NB101",2018,1051811,10,"NB",47.566559,-66.788422,14
"68","NB085",2018,1077263,10,"NB",47.677151,-65.395126,14
"69","NB043",2018,1077268,10,"NB",47.945751,-66.409889,14
"70","NB102",2018,1051811,10,"NB",47.62822,-66.41906,14
"71","NB081",2018,1079009,10,"NB",45.788891,-65.496498,14
"72","NB061",2018,1030081,10,"NB",46.124191,-64.967979,14
"73","NB104",2017,1044071,10,"NB",46.13641,-66.297539,14
"74","NB038",2018,1030372,10,"NB",47.00177,-66.272743,14
"75","NB113",2018,1030060,10,"NB",45.590519,-65.448608,14
"76","NB104",2018,1044071,10,"NB",46.13641,-66.297539,14
"77","NB057",2017,1030089,10,"NB",45.534111,-65.517372,14
"78","NB053",2018,1030085,10,"NB",45.627781,-65.745689,14
"79","NB083",2018,1030122,10,"NB",47.32552,-67.696198,14
"80","NB030",2018,1051830,10,"NB",45.502789,-66.049187,14
"81","NB033",2018,1081240,10,"NB",45.94017,-66.153267,14
"82","NB070",2019,1043244,10,"NB",46.170448,-64.42466,14
"83","NB031",2018,1051830,10,"NB",45.433811,-66.235718,14
"84","NB017",2019,1030056,10,"NB",47.50716,-66.730118,14
"85","NB041",2019,1030056,10,"NB",47.581829,-65.983437,14
"86","NB026",2018,1079129,3,"NB",45.750542,-66.915161,14
"87","NB060",2019,1081183,10,"NB",46.246399,-64.928947,14
"88","NB026",2019,1079129,10,"NB",45.750542,-66.915161,14
"89","NB052",2019,1030370,10,"NB",45.643917,-65.220749,14
"90","NB013",2019,1081262,10,"NB",47.586948,-68.234589,14
"91","NB033",2019,1081240,8,"NB",45.94017,-66.153267,14
"92","NB073",2019,1030070,10,"NB",47.140171,-66.10675,14
"93","NB006",2019,1078366,10,"NB",46.258041,-67.262787,14
"94","NB068",2018,1051843,10,"NB",45.764889,-64.489998,14
"95","NB039",2019,1032147,10,"NB",47.392651,-66.396172,14
"96","NB046",2019,1030405,10,"NB",47.003391,-65.729599,14
"97","NB037",2019,1030372,10,"NB",46.82272,-66.113564,14
"98","NB062",2019,1053423,8,"NB",46.18676,-64.690002,14
"99","NB061",2019,1032461,10,"NB",46.124191,-64.967979,14
"100","NB054",2019,1081148,10,"NB",45.635021,-65.799431,14
"101","NB038",2019,1030372,10,"NB",47.00177,-66.272743,14
"102","NB029",2019,1081392,10,"NB",44.795071,-66.784279,14
"103","NB030",2019,1051830,10,"NB",45.502789,-66.049187,14
"104","NB096",2019,1030122,10,"NB",47.223049,-67.615608,14
"105","NB110",2019,1051827,9,"NB",45.250099,-67.157402,14
"106","NB001",2003,1030403,10,"NB",45.449188,-67.441971,14
"107","NB001",2010,1030403,10,"NB",45.449188,-67.441971,14
"108","NB028",2019,1051827,10,"NB",45.17017,-66.920609,14
"109","NB009",2019,1030122,10,"NB",47.131859,-67.702629,14
"110","NB001",2002,1030403,10,"NB",45.449188,-67.441971,14
"111","NB001",2011,1030403,10,"NB",45.449188,-67.441971,14
"112","NB001",2005,1030403,10,"NB",45.449188,-67.441971,14
"113","NB068",2019,1051843,10,"NB",45.764889,-64.489998,14
"114","NB001",2009,1030403,10,"NB",45.449188,-67.441971,14
"115","NB001",2006,1030403,10,"NB",45.449188,-67.441971,14
"116","NB001",2007,1030403,10,"NB",45.449188,-67.441971,14
"117","NB001",2012,1032146,10,"NB",45.449188,-67.441971,14
"118","NB078",2019,1081351,10,"NB",45.86451,-66.618958,14
"119","NB002",2001,1051827,10,"NB",45.428169,-67.25354,14
"120","NB002",2002,1074834,10,"NB",45.428169,-67.25354,14
"121","NB002",2003,1077261,10,"NB",45.428169,-67.25354,14
"122","NB069",2019,1030051,10,"NB",45.99474,-64.298698,14
"123","NB002",2011,1077261,10,"NB",45.428169,-67.25354,14
"124","NB002",2013,1077261,10,"NB",45.428169,-67.25354,14
"125","NB002",2005,1077261,10,"NB",45.428169,-67.25354,14
"126","NB002",2009,1077261,10,"NB",45.428169,-67.25354,14
"127","NB002",2014,1077261,10,"NB",45.428169,-67.25354,14
"128","NB002",2015,1077269,10,"NB",45.428169,-67.25354,14
"129","NB003",2002,1074861,10,"NB",45.76347,-67.470863,14
"130","NB003",2013,1074890,10,"NB",45.76347,-67.470863,14
"131","NB003",2015,1074890,10,"NB",45.76347,-67.470863,14
"132","NB003",2007,1077307,10,"NB",45.76347,-67.470863,14
"133","NB001",2008,1030403,10,"NB",45.449188,-67.441971,14
"134","NB004",2015,1030390,10,"NB",45.621239,-67.429367,14
"135","NB004",2014,1030390,10,"NB",45.621239,-67.429367,14
"136","NB004",2001,1030390,10,"NB",45.621239,-67.429367,14
"137","NB001",2015,1054918,10,"NB",45.449188,-67.441971,14
"138","NB004",2009,1030390,10,"NB",45.621239,-67.429367,14
"139","NB004",2004,1030390,10,"NB",45.621239,-67.429367,14
"140","NB004",2016,1030390,10,"NB",45.621239,-67.429367,14
"141","NB004",2007,1030390,10,"NB",45.621239,-67.429367,14
"142","NB004",2005,1030390,10,"NB",45.621239,-67.429367,14
"143","NB005",2009,1075571,10,"NB",46.264137,-67.447609,14
"144","NB005",2011,1075571,10,"NB",46.264137,-67.447609,14
"145","NB005",2010,1075571,10,"NB",46.264137,-67.447609,14
"146","NB005",2006,1075571,10,"NB",46.264137,-67.447609,14
"147","NB005",2003,1075571,10,"NB",46.264137,-67.447609,14
"148","NB005",2001,1075571,10,"NB",46.264137,-67.447609,14
"149","NB005",2004,1075571,10,"NB",46.264137,-67.447609,14
"150","NB006",2001,1074819,10,"NB",46.258041,-67.262787,14
"151","NB006",2016,1074874,10,"NB",46.258041,-67.262787,14
"152","NB003",2016,1074890,8,"NB",45.76347,-67.470863,14
"153","NB002",2016,1074873,10,"NB",45.428169,-67.25354,14
"154","NB003",2005,1077307,10,"NB",45.76347,-67.470863,14
"155","NB004",2008,1030390,10,"NB",45.621239,-67.429367,14
"156","NB002",2012,1077261,7,"NB",45.428169,-67.25354,14
"157","NB006",2014,1074874,10,"NB",46.258041,-67.262787,14
"158","NB006",2003,1075571,10,"NB",46.258041,-67.262787,14
"159","NB004",2011,1030390,10,"NB",45.621239,-67.429367,14
"160","NB004",2010,1030390,10,"NB",45.621239,-67.429367,14
"161","NB006",2011,1075571,10,"NB",46.258041,-67.262787,14
"162","NB006",2004,1075571,10,"NB",46.258041,-67.262787,14
"163","NB006",2005,1075571,10,"NB",46.258041,-67.262787,14
"164","NB006",2009,1075571,10,"NB",46.258041,-67.262787,14
"165","NB007",2001,1074776,10,"NB",46.69809,-67.55376,14
"166","NB007",2003,1074776,10,"NB",46.69809,-67.55376,14
"167","NB005",2005,1075571,10,"NB",46.264137,-67.447609,14
"168","NB007",2002,1074776,10,"NB",46.69809,-67.55376,14
"169","NB005",2002,1075571,10,"NB",46.264137,-67.447609,14
"170","NB007",2006,1077302,10,"NB",46.69809,-67.55376,14
"171","NB008",2001,1077285,10,"NB",46.51086,-67.346329,14
"172","NB008",2009,1077285,9,"NB",46.51086,-67.346329,14
"173","NB008",2007,1077285,9,"NB",46.51086,-67.346329,14
"174","NB001",2013,1032146,10,"NB",45.449188,-67.441971,14
"175","NB006",2015,1074874,10,"NB",46.258041,-67.262787,14
"176","NB006",2013,1074898,10,"NB",46.258041,-67.262787,14
"177","NB004",2002,1030390,10,"NB",45.621239,-67.429367,14
"178","NB008",2006,1077285,9,"NB",46.51086,-67.346329,14
"179","NB008",2005,1077285,10,"NB",46.51086,-67.346329,14
"180","NB008",2003,1077285,8,"NB",46.51086,-67.346329,14
"181","NB009",2002,1030122,10,"NB",47.131859,-67.702629,14
"182","NB009",2003,1030122,10,"NB",47.131859,-67.702629,14
"183","NB006",2002,1075571,10,"NB",46.258041,-67.262787,14
"184","NB009",2008,1030122,10,"NB",47.131859,-67.702629,14
"185","NB009",2005,1030122,10,"NB",47.131859,-67.702629,14
"186","NB009",2006,1030122,10,"NB",47.131859,-67.702629,14
"187","NB006",2007,1075571,10,"NB",46.258041,-67.262787,14
"188","NB006",2010,1075571,10,"NB",46.258041,-67.262787,14
"189","NB009",2007,1030122,10,"NB",47.131859,-67.702629,14
"190","NB009",2012,1030122,10,"NB",47.131859,-67.702629,14
"191","NB009",2015,1030122,10,"NB",47.131859,-67.702629,14
"192","NB009",2010,1030122,10,"NB",47.131859,-67.702629,14
"193","NB009",2009,1030122,10,"NB",47.131859,-67.702629,14
"194","NB008",2012,1074897,10,"NB",46.51086,-67.346329,14
"195","NB008",2010,1077285,10,"NB",46.51086,-67.346329,14
"196","NB009",2014,1030122,10,"NB",47.131859,-67.702629,14
"197","NB010",2010,1030030,7,"NB",47.144939,-67.242104,14
"198","NB010",2001,1074815,10,"NB",47.144939,-67.242104,14
"199","NB004",2013,1030390,6,"NB",45.621239,-67.429367,14
"200","NB010",2004,1074836,10,"NB",47.144939,-67.242104,14
"201","NB011",2009,1051811,10,"NB",47.50341,-67.254967,14
"202","NB011",2008,1051811,10,"NB",47.50341,-67.254967,14
"203","NB011",2007,1051811,10,"NB",47.50341,-67.254967,14
"204","NB011",2006,1051811,10,"NB",47.50341,-67.254967,14
"205","NB011",2002,1051811,10,"NB",47.50341,-67.254967,14
"206","NB011",2001,1051811,10,"NB",47.50341,-67.254967,14
"207","NB011",2003,1051811,10,"NB",47.50341,-67.254967,14
"208","NB012",2004,1030122,10,"NB",47.598701,-67.344032,14
"209","NB013",2003,1030122,9,"NB",47.586948,-68.234589,14
"210","NB013",2005,1030122,7,"NB",47.586948,-68.234589,14
"211","NB013",2006,1030122,9,"NB",47.586948,-68.234589,14
"212","NB013",2009,1030122,10,"NB",47.586948,-68.234589,14
"213","NB013",2002,1074835,9,"NB",47.586948,-68.234589,14
"214","NB014",2003,1030122,10,"NB",47.41787,-68.416763,14
"215","NB014",2004,1030122,9,"NB",47.41787,-68.416763,14
"216","NB014",2001,1074783,9,"NB",47.41787,-68.416763,14
"217","NB011",2005,1051811,10,"NB",47.50341,-67.254967,14
"218","NB014",2002,1074823,9,"NB",47.41787,-68.416763,14
"219","NB015",2002,1074808,10,"NB",47.99182,-66.85054,14
"220","NB011",2016,1051811,7,"NB",47.50341,-67.254967,14
"221","NB011",2004,1051811,10,"NB",47.50341,-67.254967,14
"222","NB008",2002,1077285,10,"NB",46.51086,-67.346329,14
"223","NB015",2008,1077271,10,"NB",47.99182,-66.85054,14
"224","NB015",2006,1077271,10,"NB",47.99182,-66.85054,14
"225","NB015",2010,1077271,10,"NB",47.99182,-66.85054,14
"226","NB015",2005,1077271,10,"NB",47.99182,-66.85054,14
"227","NB015",2007,1077271,10,"NB",47.99182,-66.85054,14
"228","NB015",2016,1077271,7,"NB",47.99182,-66.85054,14
"229","NB016",2013,1051811,9,"NB",47.488911,-66.999687,14
"230","NB009",2011,1030122,10,"NB",47.131859,-67.702629,14
"231","NB011",2011,1051811,10,"NB",47.50341,-67.254967,14
"232","NB016",2007,1051811,10,"NB",47.488911,-66.999687,14
"233","NB016",2006,1051811,10,"NB",47.488911,-66.999687,14
"234","NB012",2002,1030122,10,"NB",47.598701,-67.344032,14
"235","NB012",2003,1030122,10,"NB",47.598701,-67.344032,14
"236","NB013",2011,1030122,10,"NB",47.586948,-68.234589,14
"237","NB016",2005,1051811,10,"NB",47.488911,-66.999687,14
"238","NB017",2010,1030030,10,"NB",47.50716,-66.730118,14
"239","NB017",2015,1030056,10,"NB",47.50716,-66.730118,14
"240","NB017",2014,1030056,10,"NB",47.50716,-66.730118,14
"241","NB015",2001,1074808,10,"NB",47.99182,-66.85054,14
"242","NB011",2012,1051811,10,"NB",47.50341,-67.254967,14
"243","NB017",2011,1030056,10,"NB",47.50716,-66.730118,14
"244","NB017",2016,1030056,10,"NB",47.50716,-66.730118,14
"245","NB017",2013,1030056,10,"NB",47.50716,-66.730118,14
"246","NB016",2001,1077273,10,"NB",47.488911,-66.999687,14
"247","NB017",2001,1074795,10,"NB",47.50716,-66.730118,14
"248","NB017",2004,1074795,10,"NB",47.50716,-66.730118,14
"249","NB017",2003,1074795,10,"NB",47.50716,-66.730118,14
"250","NB013",2004,1030122,8,"NB",47.586948,-68.234589,14
"251","NB017",2012,1030056,10,"NB",47.50716,-66.730118,14
"252","NB018",2003,1051817,10,"NB",46.977695,-66.818703,14
"253","NB018",2004,1051817,10,"NB",46.977695,-66.818703,14
"254","NB018",2001,1074816,10,"NB",46.977695,-66.818703,14
"255","NB019",2002,1074806,10,"NB",46.93119,-66.47092,14
"256","NB019",2001,1074806,10,"NB",46.93119,-66.47092,14
"257","NB020",2010,1051817,9,"NB",46.72016,-66.83403,14
"258","NB014",2005,1074863,10,"NB",47.41787,-68.416763,14
"259","NB020",2009,1051817,9,"NB",46.72016,-66.83403,14
"260","NB020",2011,1051817,9,"NB",46.72016,-66.83403,14
"261","NB020",2008,1051817,9,"NB",46.72016,-66.83403,14
"262","NB018",2005,1051817,10,"NB",46.977695,-66.818703,14
"263","NB020",2006,1051817,9,"NB",46.72016,-66.83403,14
"264","NB020",2004,1051817,9,"NB",46.72016,-66.83403,14
"265","NB020",2003,1051817,9,"NB",46.72016,-66.83403,14
"266","NB020",2013,1051817,9,"NB",46.72016,-66.83403,14
"267","NB020",2007,1051817,9,"NB",46.72016,-66.83403,14
"268","NB020",2001,1074799,9,"NB",46.72016,-66.83403,14
"269","NB020",2002,1074837,9,"NB",46.72016,-66.83403,14
"270","NB021",2001,1051818,10,"NB",46.838322,-66.675423,14
"271","NB021",2009,1051818,10,"NB",46.838322,-66.675423,14
"272","NB020",2005,1051817,9,"NB",46.72016,-66.83403,14
"273","NB021",2007,1051818,10,"NB",46.838322,-66.675423,14
"274","NB021",2005,1051818,10,"NB",46.838322,-66.675423,14
"275","NB021",2012,1051818,10,"NB",46.838322,-66.675423,14
"276","NB021",2006,1051818,10,"NB",46.838322,-66.675423,14
"277","NB021",2003,1051818,10,"NB",46.838322,-66.675423,14
"278","NB021",2010,1051818,10,"NB",46.838322,-66.675423,14
"279","NB021",2008,1051818,10,"NB",46.838322,-66.675423,14
"280","NB022",2006,1030387,10,"NB",46.21464,-66.76923,14
"281","NB022",2010,1030387,10,"NB",46.21464,-66.76923,14
"282","NB022",2008,1030387,10,"NB",46.21464,-66.76923,14
"283","NB022",2001,1030387,10,"NB",46.21464,-66.76923,14
"284","NB022",2002,1030387,10,"NB",46.21464,-66.76923,14
"285","NB022",2009,1030387,10,"NB",46.21464,-66.76923,14
"286","NB022",2005,1030387,10,"NB",46.21464,-66.76923,14
"287","NB022",2012,1030387,10,"NB",46.21464,-66.76923,14
"288","NB022",2003,1030387,10,"NB",46.21464,-66.76923,14
"289","NB022",2011,1030387,10,"NB",46.21464,-66.76923,14
"290","NB022",2004,1030387,10,"NB",46.21464,-66.76923,14
"291","NB022",2013,1032674,10,"NB",46.21464,-66.76923,14
"292","NB022",2014,1032674,10,"NB",46.21464,-66.76923,14
"293","NB023",2001,1030368,10,"NB",46.197189,-66.927391,14
"294","NB023",2016,1030368,10,"NB",46.197189,-66.927391,14
"295","NB023",2002,1030368,10,"NB",46.197189,-66.927391,14
"296","NB023",2003,1030368,10,"NB",46.197189,-66.927391,14
"297","NB023",2004,1030368,10,"NB",46.197189,-66.927391,14
"298","NB023",2005,1030368,10,"NB",46.197189,-66.927391,14
"299","NB023",2006,1030368,10,"NB",46.197189,-66.927391,14
"300","NB023",2007,1030368,10,"NB",46.197189,-66.927391,14
"301","NB023",2015,1030368,10,"NB",46.197189,-66.927391,14
"302","NB023",2009,1030368,10,"NB",46.197189,-66.927391,14
"303","NB023",2008,1030368,10,"NB",46.197189,-66.927391,14
"304","NB023",2013,1030368,10,"NB",46.197189,-66.927391,14
"305","NB023",2012,1030368,7,"NB",46.197189,-66.927391,14
"306","NB023",2011,1030368,7,"NB",46.197189,-66.927391,14
"307","NB023",2014,1030368,10,"NB",46.197189,-66.927391,14
"308","NB024",2004,1051822,10,"NB",45.78561,-67.160294,14
"309","NB024",2001,1051822,10,"NB",45.78561,-67.160294,14
"310","NB024",2002,1051822,9,"NB",45.78561,-67.160294,14
"311","NB024",2003,1051822,9,"NB",45.78561,-67.160294,14
"312","NB024",2012,1051822,9,"NB",45.78561,-67.160294,14
"313","NB024",2010,1051822,10,"NB",45.78561,-67.160294,14
"314","NB024",2005,1051822,9,"NB",45.78561,-67.160294,14
"315","NB024",2008,1051822,10,"NB",45.78561,-67.160294,14
"316","NB024",2006,1051822,10,"NB",45.78561,-67.160294,14
"317","NB024",2009,1051822,9,"NB",45.78561,-67.160294,14
"318","NB025",2014,1030464,10,"NB",45.653751,-66.74337,14
"319","NB025",2001,1030464,10,"NB",45.653751,-66.74337,14
"320","NB025",2005,1030464,10,"NB",45.653751,-66.74337,14
"321","NB025",2003,1030464,10,"NB",45.653751,-66.74337,14
"322","NB023",2010,1030368,10,"NB",46.197189,-66.927391,14
"323","NB025",2013,1030464,10,"NB",45.653751,-66.74337,14
"324","NB025",2007,1030464,10,"NB",45.653751,-66.74337,14
"325","NB025",2010,1030464,10,"NB",45.653751,-66.74337,14
"326","NB024",2007,1051822,9,"NB",45.78561,-67.160294,14
"327","NB025",2006,1030464,10,"NB",45.653751,-66.74337,14
"328","NB026",2009,1030642,10,"NB",45.750542,-66.915161,14
"329","NB026",2001,1074825,10,"NB",45.750542,-66.915161,14
"330","NB026",2015,1074876,8,"NB",45.750542,-66.915161,14
"331","NB026",2012,1074889,7,"NB",45.750542,-66.915161,14
"332","NB026",2005,1077301,10,"NB",45.750542,-66.915161,14
"333","NB026",2006,1077301,10,"NB",45.750542,-66.915161,14
"334","NB027",2006,1051826,10,"NB",45.437832,-66.781418,14
"335","NB027",2016,1051826,10,"NB",45.437832,-66.781418,14
"336","NB027",2009,1051826,10,"NB",45.437832,-66.781418,14
"337","NB027",2011,1051826,10,"NB",45.437832,-66.781418,14
"338","NB027",2013,1051826,10,"NB",45.437832,-66.781418,14
"339","NB027",2015,1051826,10,"NB",45.437832,-66.781418,14
"340","NB027",2014,1051826,10,"NB",45.437832,-66.781418,14
"341","NB027",2003,1074774,10,"NB",45.437832,-66.781418,14
"342","NB028",2011,1051827,10,"NB",45.17017,-66.920609,14
"343","NB028",2007,1051827,10,"NB",45.17017,-66.920609,14
"344","NB028",2006,1051827,9,"NB",45.17017,-66.920609,14
"345","NB028",2009,1051827,9,"NB",45.17017,-66.920609,14
"346","NB028",2014,1051827,9,"NB",45.17017,-66.920609,14
"347","NB025",2016,1030464,10,"NB",45.653751,-66.74337,14
"348","NB028",2013,1051827,10,"NB",45.17017,-66.920609,14
"349","NB028",2012,1051827,9,"NB",45.17017,-66.920609,14
"350","NB028",2010,1051827,10,"NB",45.17017,-66.920609,14
"351","NB026",2010,1030642,10,"NB",45.750542,-66.915161,14
"352","NB028",2016,1051827,9,"NB",45.17017,-66.920609,14
"353","NB028",2015,1051827,9,"NB",45.17017,-66.920609,14
"354","NB028",2001,1075308,10,"NB",45.17017,-66.920609,14
"355","NB029",2016,1074875,10,"NB",44.795071,-66.784279,14
"356","NB029",2006,1077305,10,"NB",44.795071,-66.784279,14
"357","NB029",2005,1077305,9,"NB",44.795071,-66.784279,14
"358","NB027",2010,1051826,10,"NB",45.437832,-66.781418,14
"359","NB029",2010,1081633,10,"NB",44.795071,-66.784279,14
"360","NB030",2015,1051830,10,"NB",45.502789,-66.049187,14
"361","NB027",2005,1051826,10,"NB",45.437832,-66.781418,14
"362","NB030",2008,1075212,10,"NB",45.502789,-66.049187,14
"363","NB030",2007,1075212,10,"NB",45.502789,-66.049187,14
"364","NB027",2007,1051826,10,"NB",45.437832,-66.781418,14
"365","NB030",2002,1077260,10,"NB",45.502789,-66.049187,14
"366","NB030",2006,1077260,10,"NB",45.502789,-66.049187,14
"367","NB030",2001,1077260,10,"NB",45.502789,-66.049187,14
"368","NB030",2004,1077260,10,"NB",45.502789,-66.049187,14
"369","NB030",2005,1077260,10,"NB",45.502789,-66.049187,14
"370","NB031",2006,1030067,10,"NB",45.433811,-66.235718,14
"371","NB031",2001,1030067,10,"NB",45.433811,-66.235718,14
"372","NB031",2007,1030067,10,"NB",45.433811,-66.235718,14
"373","NB031",2003,1030067,10,"NB",45.433811,-66.235718,14
"374","NB031",2010,1031545,5,"NB",45.433811,-66.235718,14
"375","NB031",2015,1051830,10,"NB",45.433811,-66.235718,14
"376","NB031",2016,1051830,10,"NB",45.433811,-66.235718,14
"377","NB031",2014,1051830,10,"NB",45.433811,-66.235718,14
"378","NB031",2013,1051830,10,"NB",45.433811,-66.235718,14
"379","NB032",2007,1077269,10,"NB",45.733528,-66.174469,14
"380","NB032",2003,1077269,10,"NB",45.733528,-66.174469,14
"381","NB032",2004,1077269,10,"NB",45.733528,-66.174469,14
"382","NB032",2009,1077269,10,"NB",45.733528,-66.174469,14
"383","NB032",2006,1077269,10,"NB",45.733528,-66.174469,14
"384","NB032",2010,1077269,10,"NB",45.733528,-66.174469,14
"385","NB032",2002,1077269,10,"NB",45.733528,-66.174469,14
"386","NB032",2001,1077269,10,"NB",45.733528,-66.174469,14
"387","NB032",2012,1077269,10,"NB",45.733528,-66.174469,14
"388","NB033",2013,1030374,10,"NB",45.94017,-66.153267,14
"389","NB028",2008,1051827,9,"NB",45.17017,-66.920609,14
"390","NB028",2005,1051827,10,"NB",45.17017,-66.920609,14
"391","NB033",2011,1030374,10,"NB",45.94017,-66.153267,14
"392","NB028",2002,1075308,10,"NB",45.17017,-66.920609,14
"393","NB028",2003,1075308,10,"NB",45.17017,-66.920609,14
"394","NB033",2009,1030374,10,"NB",45.94017,-66.153267,14
"395","NB033",2010,1030374,10,"NB",45.94017,-66.153267,14
"396","NB033",2015,1030374,10,"NB",45.94017,-66.153267,14
"397","NB033",2012,1030374,10,"NB",45.94017,-66.153267,14
"398","NB033",2016,1030374,10,"NB",45.94017,-66.153267,14
"399","NB029",2004,1077305,10,"NB",44.795071,-66.784279,14
"400","NB029",2014,1045459,10,"NB",44.795071,-66.784279,14
"401","NB030",2016,1051830,10,"NB",45.502789,-66.049187,14
"402","NB033",2001,1074782,10,"NB",45.94017,-66.153267,14
"403","NB033",2002,1074911,10,"NB",45.94017,-66.153267,14
"404","NB033",2004,1074911,10,"NB",45.94017,-66.153267,14
"405","NB033",2005,1074911,9,"NB",45.94017,-66.153267,14
"406","NB033",2006,1074911,10,"NB",45.94017,-66.153267,14
"407","NB030",2003,1077260,10,"NB",45.502789,-66.049187,14
"408","NB031",2002,1030067,10,"NB",45.433811,-66.235718,14
"409","NB027",2008,1051826,10,"NB",45.437832,-66.781418,14
"410","NB033",2008,1074911,10,"NB",45.94017,-66.153267,14
"411","NB034",2002,1074788,10,"NB",46.36592,-66.33281,14
"412","NB034",2001,1074788,10,"NB",46.36592,-66.33281,14
"413","NB034",2003,1074788,10,"NB",46.36592,-66.33281,14
"414","NB035",2014,1077266,10,"NB",46.480499,-66.05899,14
"415","NB035",2010,1077266,10,"NB",46.480499,-66.05899,14
"416","NB035",2007,1077266,10,"NB",46.480499,-66.05899,14
"417","NB035",2006,1077266,10,"NB",46.480499,-66.05899,14
"418","NB031",2012,1051830,10,"NB",45.433811,-66.235718,14
"419","NB035",2005,1077266,10,"NB",46.480499,-66.05899,14
"420","NB035",2001,1077266,10,"NB",46.480499,-66.05899,14
"421","NB035",2002,1077266,10,"NB",46.480499,-66.05899,14
