"","RouteIdentifier","survey_year","CollectorNumber","nstop","StateProvince","latitude","longitude","bcr"
"499","NS046",2002,1074852,10,"NS",44.3951,-65.820198,14
"500","NS046",2007,1077309,10,"NS",44.3951,-65.820198,14
"501","NS047",2006,1051838,10,"NS",44.555771,-65.853317,14
"502","NS047",2009,1051838,10,"NS",44.555771,-65.853317,14
"503","NS047",2007,1051838,10,"NS",44.555771,-65.853317,14
"504","NS047",2005,1051838,10,"NS",44.555771,-65.853317,14
"505","NS047",2010,1051838,10,"NS",44.555771,-65.853317,14
"506","NS047",2012,1051838,10,"NS",44.555771,-65.853317,14
"507","NS047",2002,1074857,10,"NS",44.555771,-65.853317,14
"508","NS048",2009,1030079,10,"NS",44.37122,-65.919701,14
"509","NS048",2006,1030079,10,"NS",44.37122,-65.919701,14
"510","NS048",2012,1030079,10,"NS",44.37122,-65.919701,14
"511","NS048",2005,1030079,10,"NS",44.37122,-65.919701,14
"512","NS048",2013,1030079,10,"NS",44.37122,-65.919701,14
"513","NS048",2007,1030079,10,"NS",44.37122,-65.919701,14
"514","NS048",2016,1030079,10,"NS",44.37122,-65.919701,14
"515","NS048",2008,1030079,10,"NS",44.37122,-65.919701,14
"516","NS048",2014,1030079,10,"NS",44.37122,-65.919701,14
"517","NS048",2010,1030079,10,"NS",44.37122,-65.919701,14
"518","NS048",2004,1074790,9,"NS",44.37122,-65.919701,14
"519","NS048",2002,1074840,10,"NS",44.37122,-65.919701,14
"520","NS049",2007,1030336,10,"NS",44.374001,-64.443802,14
"521","NS049",2006,1030336,10,"NS",44.374001,-64.443802,14
"522","NS049",2005,1030336,10,"NS",44.374001,-64.443802,14
"523","NS049",2015,1030401,10,"NS",44.374001,-64.443802,14
"524","NS049",2012,1030401,10,"NS",44.374001,-64.443802,14
"525","NS049",2013,1030401,10,"NS",44.374001,-64.443802,14
"526","NS049",2011,1030401,10,"NS",44.374001,-64.443802,14
"527","NS049",2016,1030401,10,"NS",44.374001,-64.443802,14
"528","NS049",2009,1030401,10,"NS",44.374001,-64.443802,14
"529","NS049",2008,1030401,10,"NS",44.374001,-64.443802,14
"530","NS049",2014,1030401,10,"NS",44.374001,-64.443802,14
"531","NS049",2010,1030401,10,"NS",44.374001,-64.443802,14
"532","NS049",2002,1074838,10,"NS",44.374001,-64.443802,14
"533","NS050",2005,1045407,10,"NS",45.694988,-62.212818,14
"534","NS050",2005,1045407,10,"PE",45.694988,-62.212818,14
"535","NS050",2004,1045407,10,"NS",45.694988,-62.212818,14
"536","NS050",2004,1045407,10,"PE",45.694988,-62.212818,14
"537","NS050",2006,1045407,10,"NS",45.694988,-62.212818,14
"538","NS050",2006,1045407,10,"PE",45.694988,-62.212818,14
"539","NS050",2012,1051840,10,"NS",45.694988,-62.212818,14
"540","NS050",2012,1051840,10,"PE",45.694988,-62.212818,14
"541","NS050",2010,1051840,10,"NS",45.694988,-62.212818,14
"542","NS050",2010,1051840,10,"PE",45.694988,-62.212818,14
"543","NS051",2005,1074866,10,"NS",44.680569,-64.417107,14
"544","NS052",2010,1081635,10,"NS",43.874599,-64.968697,14
"545","NS052",2009,1081635,10,"NS",43.874599,-64.968697,14
"546","NS015",2019,1048652,10,"NS",45.63282,-63.057991,14
"547","NS017",2019,1051815,10,"NS",45.105282,-63.46595,14
"548","NS030",2019,1051829,10,"NS",45.22155,-63.98658,14
"549","NS019",2018,1051816,10,"NS",44.81395,-62.67519,14
"550","NS019",2019,1051816,10,"NS",44.81395,-62.67519,14
"551","NS027",2019,1077695,10,"NS",44.723099,-63.916401,14
"552","NS028",2019,1030104,9,"NS",44.77626,-63.836529,14
"553","NS035",2019,1031548,10,"NS",44.339329,-64.628418,14
"554","NS018",2019,1030162,10,"NS",44.97805,-62.665749,14
"555","NS040",2019,1077838,10,"NS",44.509102,-65.259102,14
"556","NS046",2019,1077309,10,"NS",44.3951,-65.820198,14
"557","NS039",2019,1051834,10,"NS",44.96664,-65.057533,14
"558","NS034",2019,1031548,10,"NS",44.265541,-64.602493,14
"559","NS049",2019,1031548,10,"NS",44.374001,-64.443802,14
"560","NS020",2019,1080791,8,"NS",44.806,-63.170052,14
"561","NS044",2019,1069217,10,"NS",44.175701,-66.065002,14
